Scene,Speaker,Words
"Season 7, Episode 5, Scene 28",Oscar,meredith i- como estas senor
"Season 7, Episode 5, Scene 28",Jim,who else we got
"Season 7, Episode 5, Scene 29",Dwight,okay you're a young hotshot from stark industries you've just bought this company meredith is fired it's a whole new regime he's gotta pitch to you now
"Season 7, Episode 5, Scene 29",Jim,great sounds awesome just have him pitch to you
"Season 7, Episode 5, Scene 29",Michael,don't let us down
"Season 7, Episode 5, Scene 30",Michael,no no no i'm goin 'in stop stop oh my god okay stop it stop it stop it gross stop it please everybody stop i said stop okay dannythis is not pennsylvania solartech this is dunder-mifflin paper company this is meredith palmer- don't get away from him please just leave get out of here go forever i owe youa most sincere and humble apology we were trying to watch you to see your sales technique so we could stop losing so many clients to you a surveillance room next to this one yes and it's the sincerest form of flattery well- okay you know what it wasn't just me jim and dwight are behind that wall in the surveillance room and it was their plan as well no we don't here's-here's my point danny listen you have to understand that we are not normally like this we just-we wanted to know your tricks you are you are you are stop it stop it stop you are a good salesman and because of thati want you to work for me so you will hold it hold it hold on hold on wait wait wait wait wait wait danny i want you to look at me do you want your life to be betteror to be worse or to stay the same answer the question do you want a better life danny i know i know do you want more freedom less freedom or to stay the same i can give you more money-there's your better life i can let you come and go as you please-there's your freedom and you already know dunder-mifflin has the best service and the best prices but you beat us anyway can you imagine how well you would do selling our stuff
"Season 7, Episode 5, Scene 30",Jim,no no no no no no no no
"Season 7, Episode 5, Scene 30",Dwight,michael no michael stop it no no
"Season 7, Episode 5, Scene 31",Michael,everyone may i have your attention i would like to introduce you to mr danny cordray he is going to be joining us as our new traveling salesman say hello to danny o-kay you know what no no this is not some sort of construction siteor all of italy where you can just go around treating people like meat we are to respect him i respect him because he reminds me of somebody can anybody guess who that is no no no somebody in this office no me right sorta likea little younger version of me yes no you may not i said no we're not- okay let's-all right all right let's talk please don't let him leave don't leave don't let him guys let me ask you something do you want your life to be better or worse or stay the same okay wellget ready 'cause it's gonna get better no no wrong he would have stolen your clients but you know what he can't now this guy used to steal sales from us; now he's going to steal sales for us he doesn't need to sit he's a traveling salesman look i am not going to exclude good people from our staff simply because they are threatening to you and unless you have a better argument than that i suggest you leave good-bye
"Season 7, Episode 5, Scene 31",Angela,yeah i can see that
"Season 7, Episode 5, Scene 31",Kevin,he's like a better-looking andy
"Season 7, Episode 5, Scene 31",Andy,thanks kevin
"Season 7, Episode 5, Scene 31",Oscar,it's hard to judge ourselves accurately isn't it
"Season 7, Episode 5, Scene 31",Dwight,michael can i talk to you about something it's about this very announcement you just made michael- where's he gonna sit there's no more seats where's he gonna park there's no more reserved parking spots
"Season 7, Episode 5, Scene 31",Jim,michael i think you really want to talk to him you hired him
"Season 7, Episode 5, Scene 32",Kevin,yeah oh nice or the me that stinks
"Season 7, Episode 5, Scene 32",Andy,reverse snobbery sometimes i feel like life has passed me by holy crap are you kidding me you just made that-that's amazing which me am i gonna be today i gotta closet full of mes am i gonna be the happy me oh my gosh we're almost out of time how much for another half hour wait seriously so we're just like jamming as friends closet full of mes-
"Season 7, Episode 5, Scene 33",Jim,did ya i'm just kidding she told me about it oh dwight please hey crazy umsothat's it you're just-you're fine
"Season 7, Episode 5, Scene 33",Dwight,you snubbed her let me handle this jim drop the act cordray okay we all know that you probably thought that pam was too 'meh' or thin without being toned but i wanna tell you something-she is one of the plain hearty women of scranton that make this city great and so what if she doesn't wear makeup we like her better that way and you steal clients don't you don't you oh that's different is it okaythief you better check your things people in fact where are my keys oh there in my pocket false alarm okay soyou're gonna be workin' here welcome aboard it's after 5:00 jim i'm not gonna take this home pleasure
"Season 7, Episode 5, Scene 34",Michael,this morning danny cordray stole a sale from me so what do i do i go out and i steal danny cordray the sale that mattered i made boom funny thing about it we don't even need him we already have packer on the road chhguuh crap i forgot about packer
"Season 7, Episode 5, Scene 35",Kevin,sun's in her eyes tongue full of flies would you like to share my paaaaaaad your mama mighta said that bullfrogs are dogs but i'm here to tell you that i am a frog come and sit on my log you little pollywog croak nice
"Season 7, Episode 5, Scene 35",Andy,i'll be your croak madame croak croak croak bullfrog in love ribbit
"Season 7, Episode 6, Scene 1",Andy,what about this one it's kinda badass right just seems kinda crazy in a way i might need right now
"Season 7, Episode 6, Scene 1",Jim,i don't know oh that's not yours
"Season 7, Episode 6, Scene 2",Jim,stanley just drank oj out of my mug and didn't seem to realize that it wasn't his hot coffee so the question has to be asked is there no limit to what he won't notice
"Season 7, Episode 6, Scene 3",Kevin,satchel
"Season 7, Episode 6, Scene 3",Andy,handbag
"Season 7, Episode 6, Scene 4",Andy,shh shhh
"Season 7, Episode 6, Scene 5",Michael,all right everybody take a seat as you may have heard our branch on the planet jupiter is up eight thousand percent in sales
"Season 7, Episode 6, Scene 6",Pam,bye stanley love you
"Season 7, Episode 6, Scene 6",Dwight,so long stanley
"Season 7, Episode 6, Scene 7",Oscar,so what kind of statement are you making with that costume kevin
"Season 7, Episode 6, Scene 7",Kevin,the statement that i am making oscar is that i kind of look like michael moore
"Season 7, Episode 6, Scene 9",Michael,a lot of people are really getting into halloween this year six seconds macgruber pam's got a lot of fun stuff planned uh two seconds macgruber including a costume contest and bobbing for apples and a ouija board ohhh boom ohh explosion macgruberrrr
"Season 7, Episode 6, Scene 10",Pam,people are really into the costume contest this year might have something to do with the prize maybe you've heard of it the 2011 scranton wilkes-barre coupon book worth over fifteen thousand dollars in savings
"Season 7, Episode 6, Scene 11",Jim,stop sounds like someone's really trying to convince us that he's not the scranton strangler i am popeye
"Season 7, Episode 6, Scene 11",Dwight,too late if i was the real scranton strangler you'd be so strangled right now if you're out there strangler you will get caught by me to my chickens i'm the scranton strangler oh-ho that's very funny looks like someone decided to dress up as old dwight schrute's mom you're only one third as beautiful and only half her height
"Season 7, Episode 6, Scene 11",Pam,what i'm supposed to be olive oyl and it makes more sense when i'm standing next to popeye but jim doesn't want to put his costume on
"Season 7, Episode 6, Scene 12",Jim,i've never really been a costume guy even when i was a kid it just felt like something i was too old for and then this morning when pam hands me this little number no
"Season 7, Episode 6, Scene 13",Michael,macgruber oh here we go oh who likes to water ski on lake erie no wai-where does dracula like to water ski
"Season 7, Episode 6, Scene 13",Dwight,lake erie
"Season 7, Episode 6, Scene 14",Michael,so wait drivers are going to be able to sell paper on the road
"Season 7, Episode 6, Scene 15",Michael,blackula oh so i almost forgot you'll find this hilarious apparently corporate is going to have drivers sell paper on their routes now that's like exactly sort of the idea that you had yeah i'm sorry i blew this you should have gotten credit for that man really we're good okay okay oh it's a ream of paper thought you might hit me
"Season 7, Episode 6, Scene 16",Michael,darryl philbin is the greatest guy in the world and you know what i'd like i would like to have all the racists brought together and take darryl philbin out to lunch just to see what they're missing
"Season 7, Episode 6, Scene 17",Oscar,everyone realizes that this coupon book isn't actually worth fifteen thousand dollars right you'd have to spend two hundred thousand dollars on crap you don't actually need to get fifteen thousand dollars worth of benefits i'm not the only one who sees this right
"Season 7, Episode 6, Scene 18",Kevin,you own a bar
"Season 7, Episode 6, Scene 18",Oscar,that's a great name you're hilarious a plus
"Season 7, Episode 6, Scene 19",Kevin,i don't think that she would leave jim for danny
"Season 7, Episode 6, Scene 19",Dwight,pam is gonna choose whoever has a scent most like that of her father does anyone remember what her dad smelled like
"Season 7, Episode 6, Scene 20",Jim,so four years ago when i was in stamford connecticut and dating someone else pam went on two dates with danny which was obviously the greatest love story ever told given how much people are walking on eggshells around us that's right yikes oh no no no i'm not gonna-no
"Season 7, Episode 6, Scene 20",Pam,we were basically romeo and juliet except where juliet doesn't have that great a time and romeo doesn't call back after two dates but i've learned to love again he's a cartoon sailor and looks so handsome in his uniform please
"Season 7, Episode 6, Scene 21",Andy,tuna tuna do you want us to skip this party
"Season 7, Episode 6, Scene 21",Jim,i don't care
"Season 7, Episode 6, Scene 22",Kevin,i am never gonna forget what danny did to pam i forget nothing i'm like an elephant in that way yeah and everyone else is gonna be there stanley phyllis angela darryl creed's a maybe
"Season 7, Episode 6, Scene 22",Andy,you know what else the-this this sucks for jim right but it also sucks for us because we don't get invited to a ton of halloween parties creed's going
"Season 7, Episode 6, Scene 23",Jim,madge from the warehouse just made her first sale madge we should have been doing this a long time ago
"Season 7, Episode 6, Scene 24",Michael,erin would you please do me a solid and get darryl philbin on the speakerphone hi darryl come out here please you need to stop being so shy come out here and embrace who you really are superstar yeah i bet it is if you're gonna do your job well here you gotta get used to being embarrassed this whole delivery slash sales idea you know whose idea that was that was darryl philbin's he thought of that way before the corporate fat suits i got in the way i said no and it just stopped but then corporate comes up with this idea but you know what they need to know that it was yours and i don't care if i take a bullet we're gonna call them we're gonna put them on speakerphone right now and we are going to straighten this out mmhm
"Season 7, Episode 6, Scene 24",Pam,um hit the speakerphone button the speakerphone button the same button as you hit before or sit on it
"Season 7, Episode 6, Scene 24",Angela,so what happened
"Season 7, Episode 6, Scene 24",Andy,screw corporate they probably stole the idea anyway
"Season 7, Episode 6, Scene 25",Michael,i'm a little peeved at darryl right now no he didn't go behind my back he went over my head what is taking someone from behind it was a good idea though
"Season 7, Episode 6, Scene 25",Dwight,he went to gabe behind your back he went over your head to go behind your back no shh michael listen this cannot stand we can't have workers going straight to corporate makes your job superfluous yeah here's another good idea corporate chain of command we need to strangle darryl's idea
"Season 7, Episode 6, Scene 26",Andy,hey danny i'm really sorry but we can't come to your party tonight you were we're just like totally caught in the middle here well jim and pam basically begged us not to go
"Season 7, Episode 6, Scene 26",Kevin,okay well then uh i mean maybe we could do it like next halloween they're really upset about the whole danny situation yeah but wait don't tell them that we said anything to you or you're dead okay
"Season 7, Episode 6, Scene 27",Angela,kelly you cannot change costumes in the middle of the day pam she's out yeah shut it oscar pam
"Season 7, Episode 6, Scene 27",Oscar,guys you're arguing over a one in sixteen chance over a prize worth forty bucks
"Season 7, Episode 6, Scene 28",Angela,this is an amazing prize i mean i don't even want to give pam a compliment because she's so blegh but she did a good job i really want that coupon book
"Season 7, Episode 6, Scene 29",Dwight,garbage magnet garbage magnet god magnets are interesting enough you don't need to tart them up with some design i can't believe this doesn't make you mad hmm kevin and gabe probably about the extremes of the human physique
"Season 7, Episode 6, Scene 29",Michael,what the hell are they talking about do you think that kevin is going over my head i don't- oh my god okay all right all right you know what that's inappropriate kevin i am your boss and if you have something to say it goes through me and then i take it to gabe chain of command do you understand oh you're sorry what did you just thought all right okay well don't let it happen again i-
"Season 7, Episode 6, Scene 29",Kevin,i am so sorry i just thought- well gabe asked me if there were any really cool lady gaga moves that he could do for the catwalk and so then i tol- i told him that there was this one cool move where she powers down like a robot okay but i- i am so sorry that i didn't tell you first you think that i would let this happen again no way jose you gabe
"Season 7, Episode 6, Scene 30",Jim,that is crazy we would never care if andy or kevin went to your party it's not like you guys had some long relationship right big painful breakup i don't know about oooh you can't handle the truth
"Season 7, Episode 6, Scene 30",Pam,oh my gosh people keep blowing it out of proportion it's not even a history it was two no we um we had plans for a third but then i don't know you never called me back so yeah it was though that's what happened hmm-mm
"Season 7, Episode 6, Scene 31",Michael,okay this whole going over my head-gate is making people act weird the chain of command is crumbling do you know what just happened i just made kevin cry and gabe looks like lady gaga that's not halloween halloween should be a day in which we honor monsters and not be mad at each other you went over my head and then you lied to my face so my head and my face have taken a beating okay that might help if you said 'i'm sorry' in front of everybody in front of me so that's it is it
"Season 7, Episode 6, Scene 32",Andy,sookehhh bill compton from true blood
"Season 7, Episode 6, Scene 33",Oscar,i guess you could say i'm still in costume i'm a rational consumer stupid coupon booklet have you seen my costume i'm a rational consumer
"Season 7, Episode 6, Scene 33",Pam,okay everybody after you walk the runway everyone has to vote for who gets the coupon book and you can't vote for yourself
"Season 7, Episode 6, Scene 33",Kevin,pam can you vote for other people
"Season 7, Episode 6, Scene 33",Michael,yeah i gotta get in on this hey it's cool man i work in the warehouse i'm cool i'm hip and i'm jive and i don't care about nobody do you know who i am happy halloween jerk
"Season 7, Episode 6, Scene 34",Michael,still don't know who i am i'll give you a hint i go over other people's heads what's a bad idea never okay you know what fine i'm not darryl and thank god i'm not darryl
"Season 7, Episode 6, Scene 34",Pam,michael this is a bad idea dressing up as somebody-i mean when has that ever worked for you
"Season 7, Episode 6, Scene 36",Oscar,i present to you the rational consumer as it were
"Season 7, Episode 6, Scene 37",Pam,angela as the nurse
"Season 7, Episode 6, Scene 38",Angela,i don't like your tone look they were sold out of all the other costumes okay i think we all live in the real world here let's not pretend to be unaware of what sells in this office
"Season 7, Episode 6, Scene 39",Michael,hey can i play why don't you ask if darryl is a bad friend who backstabs people in the back aaah darryl moved it you moved it dwight you saw darryl move it right
"Season 7, Episode 6, Scene 39",Jim,we have one question to ask the spirit world and you want us to ask that
"Season 7, Episode 6, Scene 39",Dwight,let's just say i saw exactly what the two of you wanted me to see
"Season 7, Episode 6, Scene 40",Dwight,i know how to sit on a fence hell i can even sleep on a fence the trick is to do it face down with the post in your mouth
"Season 7, Episode 6, Scene 41",Michael,if you had one word you would use to describe darryl what would that word be
"Season 7, Episode 6, Scene 42",Jim,hey when you work hard you play hard around here even if you don't work hard oh here's something uh why didn't you ever call pam back yeah i mean i'm not saying that everyone has to fall in love or anything i'm just saying but you know to not even call her back is could be but you also called her the second time so you had the number right nope
"Season 7, Episode 6, Scene 43",Oscar,erin
"Season 7, Episode 6, Scene 44",Pam,i'd remember talking about jim that wasn't it i did and it's just one of those things that's going to keep gnawing at me like 'gnaw gnaw why why didn't he i have no idea why' thank you thank you i got it now i know you thought i was a little dorky you know okay well excuuuuse me
"Season 7, Episode 6, Scene 44",Jim,just tell her the real reason hey she had a nice time it seems rude hey man
"Season 7, Episode 6, Scene 45",Michael,thank you if they're good ideas i'm not gonna say no that was-okay you make one mistake in fifteen years and you drag me over the coals after everything i did for you oh well stop it stop stop we're thinking we're thinking about it you don't have to point to the fact that we're thinking about it stop it just let us think okay next time you have a really great idea we will put it in a hat and then we will have erin pick it out of the hat and let her decide i am not budging on the hat issue okay we both reserve the right to go to jo if we disagree with gabe unless you and i decide we want to talk to jo then we'll give her a call sorry i was a jerk
"Season 7, Episode 6, Scene 46",Michael,friends fight friends fight
"Season 7, Episode 6, Scene 47",Andy,what's up man when i was a freshman in college i worked at the student newspaper the cornell daily sun this was at cornell i had to write an op-ed column every day bernard's regards i started to ask myself 'do i have big plans here' i didn't want to become editor of that paper so i got up and walked right out of walter bernard hall and that's actually when i heard eight male voices singing unencumbered by instruments i was hooked so is becoming ceo of this company your a capella group come on we're going to danny's bar public school
"Season 7, Episode 6, Scene 48",Jim,to be honest i still can't believe he didn't call her back who doesn't call a dork like that back
"Season 7, Episode 6, Scene 49",Pam,oh wow aww my hero
"Season 7, Episode 6, Scene 49",Jim,spinach in a can power eat spinach
"Season 7, Episode 6, Scene 50",Pam,okay everyone i've tallied the votes and the winner of the costume celebration spectacular and the scranton wilkes-barre coupon book oscar martinez
"Season 7, Episode 7, Scene 1",Pam,i know a lot of us have been feeling under the weather lately it's that time of year and according to a study done by the university of arizona they've discovered that your keyboards have hundreds of times more bacteria per square inch than a toilet seat one of the simplest ways to cut down on the spread of germs is to use something called the vampire cough oh no it's just that if a vampire had to cough he would do it like this well other things you can do to help cut down on the spread of disease are to wash your hands regularly don't come in if you're sick and get your flu shot also i'm going to set up hand sanitizing stations around the office i'm not - i'm not going to do that i'm not going to do that
"Season 7, Episode 7, Scene 1",Michael,that's true that's true i dated her momma and you know what- um kay uh alright
"Season 7, Episode 7, Scene 1",Jim,stop elaborate so by that rationale if i had to sneeze i should just sneeze on you you're welcome
"Season 7, Episode 7, Scene 1",Dwight,uh-huh right and ruin their cloaks do you have any idea how expensive wool is in transylvania 'cause of the euro uh no no no they will cost you your life the worst thing you can do for your immune system is to coddle it they need to fight their own battles if sabre really cared about our well-being they would set up hand de-sanitizing stations a simple bowl at every juncture filled with dirt vomit fecal matter exposing yourself to germs is the best way to make yourself stronger yes i would welcome it
"Season 7, Episode 7, Scene 2",Dwight,the principle is sound to avoid illness expose yourself to germs enabling your immune system to develop antibodies i don't know why everyone doesn't do this maybe they have something against living forever
"Season 7, Episode 7, Scene 3",Angela,jim pam and the precious bundle of god's gift to everything i wish you both a pleasant day and you too yes praise god ok
"Season 7, Episode 7, Scene 4",Pam,cece's getting christened today everyone from work is here we weren't planning on that
"Season 7, Episode 7, Scene 4",Jim,big day nope
"Season 7, Episode 7, Scene 5",Michael,top of the sunday morning to you oh yes doobie-doobie doo
"Season 7, Episode 7, Scene 5",Andy,and a top of the day to you too sir
"Season 7, Episode 7, Scene 6",Michael,i invited everyone in the office because it's not a day for just jim or pam or the baby or me it is about us all and i thought we should all celebrate my joy and our all of ours joys
"Season 7, Episode 7, Scene 7",Andy,ah man
"Season 7, Episode 7, Scene 8",Andy,does the nard-dog want nard-pups yeah i want a big ol' litter of nard-pups all jumping around sucking on the teet put 'em in a box give 'em to my neighbors yeah i want kids
"Season 7, Episode 7, Scene 9",Dwight,for all your paper and printer needs for all your paper and printer needs for all your paper and printer needs
"Season 7, Episode 7, Scene 11",Michael,hey hey i got an offer that you can't refuse scooch over but i'm the godfather are you talking to me scooch before i shoot you in the head yeah i'm not the godfather so who is the godfather okay old friend like you've known him since kindergarten no i have plenty of friends so all right well you have great seats enjoy the show
"Season 7, Episode 7, Scene 11",Pam,oh michael this is just for family okay michael um you know i love when you do that voice but today i'm so sorry i need you to tell me that you know you're not cece's godfather i'm sorry michael i need you to say it i'm so sorry okay thank you our friend seth and his wife there no i met his wife in mommy and me they're a great couple you should meet them later okay thank you for coming michael
"Season 7, Episode 7, Scene 11",Jim,it is really funny but you know that can be confusing at a christening because you are not the godfather ok your turn
"Season 7, Episode 7, Scene 12",Michael,i don't even know how to say this but cece is turning out to be a little b-i-t-c-h and that's not true but her parents are kind of boxing me out
"Season 7, Episode 7, Scene 13",Michael,good morning
"Season 7, Episode 7, Scene 15",Dwight,good morning dwight schrute thank you all for your prayers and your remembrances like justin and his disfigurement i too have had a horrible year they say that the middle class is disappearing and with it the soul of america so as a gift to this beautiful congregation i would like to offer a 4% discount on all dunder mifflin sabre products if you buy a printer at full price
"Season 7, Episode 7, Scene 16",Pam,somebody needs a change well she can't bring this up with her
"Season 7, Episode 7, Scene 16",Jim,right now okay all right come on where are we going where are we going we're gonna take a little field trip
"Season 7, Episode 7, Scene 17",Jim,okay okay there's my girl all right hold on one second there we go what's that face for oh my-oh my god cece no no no no not on the dress cece stop
"Season 7, Episode 7, Scene 18",Pam,what honey no no no we have an extra outfit in the bag you said you checked it
"Season 7, Episode 7, Scene 18",Jim,what yes this is happening no there's no extra outfit in the bag i did say that
"Season 7, Episode 7, Scene 19",Michael,jim and pam and cece really seem to be clicking they are totally gelling it's as if they leave my office and they go to another office that sells happiness and good for them that's great because you know the paper industry's not gonna last forever
"Season 7, Episode 7, Scene 20",Jim,mm no wrong on both counts
"Season 7, Episode 7, Scene 21",Jim,okay 'a' halbert and 'b' i think a more appropriate statement would be 'the 'halberts' are hosting an intimate reception for their invited guests'
"Season 7, Episode 7, Scene 22",Dwight,opus dei shh shh shh
"Season 7, Episode 7, Scene 22",Michael,good morning good morning
"Season 7, Episode 7, Scene 23",Michael,how are you good morning good morning
"Season 7, Episode 7, Scene 24",Michael,i am feeling this call it the holy spirit or the passion of the christ i am loving these people
"Season 7, Episode 7, Scene 25",Jim,hey oh well dave is an adorable baby yeah huh you think she is jealous about having a baby okay well you know what everybody's hungry sorry i think i'm just hungry
"Season 7, Episode 7, Scene 25",Pam,wow we just had to add a few more tables we weren't expecting this many people nope and we're gonna need a loaves and fishes kind of miracle to feed 'em all hm don't listen to her she's just jealous 'cause she doesn't get to come home to someone as cute as you i don't know i'm just hungry
"Season 7, Episode 7, Scene 25",Angela,well this is intimate you don't know them all jesus is not your caterer but he should be your caterer 'cause you're a little angel why didn't your parents get you a caterer they don't think
"Season 7, Episode 7, Scene 26",Michael,oh after you no i insist after me thank you you too
"Season 7, Episode 7, Scene 27",Kevin,i cancelled my plans to come to this thing and they repay me with this with what how sometimes michael sometimes
"Season 7, Episode 7, Scene 27",Michael,you know what guys let's just enjoy lunch
"Season 7, Episode 7, Scene 29",Michael,shh
"Season 7, Episode 7, Scene 30",Michael,no
"Season 7, Episode 7, Scene 31",Dwight,greg hello it's dwight from the vestibule you want to know my eleventh commandment i will not be undersold i am ready to love thy neighbor with these kind of discounts i'll call you back
"Season 7, Episode 7, Scene 31",Michael,hey dwight dwight hey are you kidding me stop it
"Season 7, Episode 7, Scene 32",Andy,what if the moon was your car and jupiter was your hair brush
"Season 7, Episode 7, Scene 32",Michael,shh
"Season 7, Episode 7, Scene 33",Pam,cece went down well if it makes you feel better i didn't get one either who the heck was that we need more food i'll go get some subs and sodas
"Season 7, Episode 7, Scene 33",Jim,scones i think that was sconesy cider noted baptism reception critic all right and cider
"Season 7, Episode 7, Scene 34",Michael,look at that look at that that's fun we need to do stuff together outside of work let's go help africa let's go build an airport we'll start small we'll have a car wash we'll send some cheerleaders to regionals yeah well that's just a pick-up scene okay we don't have to volunteer but i think we should hang out more together look at these people these are church-going people and they know how to party well it's it's- no okay you know what this is inappropriate what is wrong with you guys what is wrong with you what is so horrible about wanting to get together and do something nice why did you guys even come today what's so great about your lives that you think you're better than everybody else that you can make fun of everybody else you're mean you're mean girls like the movie mean girls and kevin and stanley if you don't stop worrying so much about what you're gonna put in your gullet you're gonna die in about a month
"Season 7, Episode 7, Scene 34",Oscar,why do we have to do something together i volunteer at a clinic on my own time
"Season 7, Episode 7, Scene 35",Jim,oh hey mee-maw would you watch cece for a second don't worry she's asleep i'm just gonna track down some more chairs
"Season 7, Episode 7, Scene 36",Michael,bye good luck good luck to you bye do good do good bye have fun we're proud of you bye okay
"Season 7, Episode 7, Scene 37",Michael,hey hey is this the bus to mexico i'll take a shirt if you'll have me yes really thank you all right
"Season 7, Episode 7, Scene 38",Oscar,michael get off the bus
"Season 7, Episode 7, Scene 38",Michael,no i'm not i'm staying on the bus i'm already on the bus i'm going it is not irresponsible i have never been more confident about a decision in my life you know what my job will be here when i get back hey right tell them that i died and i turned into an angel and when they feel a breeze in a room with all the windows closed or that-that chill on the back of their neck that is just me watching over them tell them that i'm in a meeting no you may not thank you
"Season 7, Episode 7, Scene 38",Andy,michael you can't go to mexico you don't have your passport save me an aisle seat michael i'm coming
"Season 7, Episode 7, Scene 38",Dwight,michael i'm just about to close a sale can i authorize a 15% discount gah
"Season 7, Episode 7, Scene 39",Andy,i will not stand idly by while these mexican villagers are sick whatever i won't-i won't stand for it
"Season 7, Episode 7, Scene 40",Michael,see you in a few months
"Season 7, Episode 7, Scene 41",Michael,mm that's not gonna happen well you know what everybody thinks that i am crazy and that tells me that i am the sanest person i know so
"Season 7, Episode 7, Scene 41",Andy,we're one in a million just a heads up probably gonna be borrowing a few things uh gonna need a contact lens case some sunscreen some sandals
"Season 7, Episode 7, Scene 43",Jim,uh meemaw where's cece okay
"Season 7, Episode 7, Scene 44",Andy,good-bye lackawana county well two days minus how long we've been on the road 45 minutes so like two days basically maybe more i don't know i thought it was like a gymnasium or they don't know how well carla knows do you smell like a weird warm cheese and the christmas party nah no we'll be back before that
"Season 7, Episode 7, Scene 44",Michael,how long till we get to mexico ooh what are we building down there again like a hospital a school for mexicans what why aren't they building it themselves do we know how i don't know how you know how carla knows oh i feel like there were so many more people on this bus there were like 200 300 people before hey carla carla hi what are you doing what is happening oh god what is happening oh god you know what i'm gonna be in mexico for my half-birthday and cinco de mayo no we-no you know how these things go construction projects they say three months and then after two years the lazy bums haven't even started now we're those lazy bums i gotta get off this bus
"Season 7, Episode 7, Scene 45",Jim,hey guys has anybody seen the baby i don't know dad i don't know i don't know hey have you seen my baby a small blonde woman uh everyone everyone can i just have your attention has anyone seen a small- stop that tiny blonde woman she stole my baby hi hi all right travel safe angela what's that oh yeah back then i did just now so don't because i've got my eye on you yeah yeah a little bit i did
"Season 7, Episode 7, Scene 45",Angela,what are you doing what kevin did you think i stole your baby someone put them in my bag
"Season 7, Episode 7, Scene 45",Kevin,give me the baby look at these scones jim thousands of them what kind of a person steals scones from a baby
"Season 7, Episode 7, Scene 45",Pam,honey did you lose cece
"Season 7, Episode 7, Scene 46",Michael,can you fake a seizure or a heart attack or something do that do it okay driver driver if you're not gonna stop this bus then i'm going to stop it for you okay hang on yeah just get him to stop the bus please stop the bus okay i didn't sign up for this you guys are young that's great you want to give back to society i've done that i need to take blah-di-blah we could go back and forth all day it's not gonna solve anything do you want that for little jessica no you don't and the answer is clear stop the bus okay okay well a pleasure go save the world we'll keep an eye on america for you
"Season 7, Episode 7, Scene 46",Andy,i can make myself cry should i-i got it i got it um hey i saw a sign for a scenic overlook coming up really love to check out the view well uh there's a nice bistro coming up we could pick up some paninis for the road just make him stop the freaking bus it doesn't matter if we went to mexico we'd probably screw everything up anyway stop the bus
"Season 7, Episode 7, Scene 47",Michael,why quick
"Season 7, Episode 7, Scene 48",Michael,is anyone still at the church what shut up it is so nice to be back in a country that has movies
"Season 7, Episode 8, Scene 1",Michael,they have him surrounded it's the swat the swat's arriving
"Season 7, Episode 8, Scene 1",Kevin,they should do that thing where they play the really good music to get him to come out
"Season 7, Episode 8, Scene 1",Dwight,they shouldn't televise any of this it just encourages copy-cats
"Season 7, Episode 8, Scene 1",Angela,just say copies why do you have to drag cats into this
"Season 7, Episode 8, Scene 2",Jim,some events are so news worthy so historic that you have to stop everything to watch balloon boy michael jackson's funeral things that if you didn't see them live you wouldn't really care that you didn't see them at all
"Season 7, Episode 8, Scene 3",Andy,i bet he's wishing he had a hybrid right sixty miles to the gallon in the city
"Season 7, Episode 8, Scene 3",Kevin,no i bet he's wishing he was strangling someone
"Season 7, Episode 8, Scene 3",Michael,ok that's our street that's our street he's going down our street come on everybody
"Season 7, Episode 8, Scene 4",Michael,there it is i saw it i saw it he went right by you missed it
"Season 7, Episode 8, Scene 5",Michael,grandpa where were you the day the the scranton strangler was caught well kiddo i was there i was there and i'll tell you what you go sell these and buy yourself a nice spaceship
"Season 7, Episode 8, Scene 6",Michael,walk with me glee what is glee some television program jim i need that thing stat dwight sign please i don't have time for parties i don't have time for tv shows stanley what time is that thing i have to do cancel it are you still here mmm mmm mm mm mm did you hear what i said i'm a very busy man i don't have time for your tv show i'm joking i'm joking i'm kidding around i'm not actually angry i'm not busy at all i'm not doing anything and i know what glee is i'm a total gleek you know who my favorite character is the invalid i am coming to your party
"Season 7, Episode 8, Scene 6",Jim,okay
"Season 7, Episode 8, Scene 10",Angela,are you going i would watch that
"Season 7, Episode 8, Scene 10",Dwight,not because i want to with all the feeling to base a show around glee thirst now that's a show i'd watch tonight might be a convenient night for us to have some intercourse
"Season 7, Episode 8, Scene 11",Andy,you're having a party at gabe's apartment you would try and keep me from coming try and hide it i will track this party down
"Season 7, Episode 8, Scene 12",Michael,kevin yes i am are you what no gabe is gabe is not the boss why did you just say he was the boss yeeee guys do you consider gabe to be the boss
"Season 7, Episode 8, Scene 12",Kevin,hey you going tonight yeah you gotta go to the boss's party no he's not the boss cause you're the boss
"Season 7, Episode 8, Scene 13",Michael,uh huh big all right
"Season 7, Episode 8, Scene 14",Michael,okay okay okay
"Season 7, Episode 8, Scene 15",Michael,gabe likes to entertain a lot ad he cooks in an oven and all that jazz i just have a different life style they have these bags of vegetables that steam right inside their own bag so i'll get a few ingredients sit down in front of the tv a bag of vegetables before you know it i'm ready for bed
"Season 7, Episode 8, Scene 16",Michael,try and destroy the old ways gabe well i will not let you
"Season 7, Episode 8, Scene 17",Jim,you play you can't even do that
"Season 7, Episode 8, Scene 17",Pam,she's up great
"Season 7, Episode 8, Scene 18",Pam,cece is reverse cycling which means she sleeps all day and is up all night which basically means i'm up all day and i'm up all night and if it doesn't stop soon i am going to be up all night
